female|nonwhite|sex|race|resid_education_num|resid_hours_per_week|scf_education_num|scf_hours_per_week
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|2.8622539522430497|-29.517106614026567|13.0|13.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|1|1|2|-2.78106444896647|-1.6809556694656322|7.0|40.0
0|1|0|2|3.2429280624656425|4.2720194142048555|13.024|45.953
0|0|0|4|3.886246463675162|3.4358684696439212|14.024|45.953
0|1|0|2|-4.7570719375343575|-19.727980585795144|5.024|21.953
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|0|0|4|3.886246463675162|13.435868469643921|14.024|55.953
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|1|1|2|0.21893555103353002|38.31904433053437|10.0|80.0
0|1|1|1|3.21893555103353|-1.6809556694656322|13.0|40.0
0|0|0|4|2.886246463675162|-6.564131530356079|13.024|35.953
0|1|1|2|2.21893555103353|8.319044330534368|12.0|50.0
0|1|1|1|1.21893555103353|-1.6809556694656322|11.0|40.0
0|1|1|0|-5.78106444896647|3.3190443305343678|4.0|45.0
0|0|1|4|-1.1377460477569503|-7.5171066140265665|9.0|35.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-3.1377460477569503|7.4828933859734335|7.0|50.0
0|0|0|4|3.886246463675162|8.435868469643921|14.024|50.953
0|0|1|4|5.86225395224305|17.482893385973433|16.0|60.0
0|1|0|2|-0.7570719375343575|-15.727980585795144|9.024|25.953
0|1|1|2|-4.78106444896647|-1.6809556694656322|5.0|40.0
0|0|1|4|-3.1377460477569503|-2.5171066140265665|7.0|40.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|1|1|1|0.21893555103353002|18.319044330534368|10.0|60.0
0|0|1|4|-1.1377460477569503|37.48289338597343|9.0|80.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|1.8622539522430497|9.482893385973433|12.0|52.0
0|1|1|2|0.21893555103353002|2.3190443305343678|10.0|44.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|1|1|2|0.21893555103353002|-26.680955669465632|10.0|15.0
0|0|1|4|-3.1377460477569503|-2.5171066140265665|7.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|0|4|-1.1137535363248379|-11.564131530356079|9.024|30.953
0|0|1|4|-0.13774604775695032|-4.5171066140265665|10.0|38.0
0|0|1|4|1.8622539522430497|-2.5171066140265665|12.0|40.0
0|0|1|4|-5.13774604775695|0.48289338597343345|5.0|43.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-1.1377460477569503|-7.5171066140265665|9.0|35.0
0|1|1|2|3.21893555103353|-1.6809556694656322|13.0|40.0
0|0|1|4|-1.1377460477569503|-4.5171066140265665|9.0|38.0
0|0|0|4|3.886246463675162|3.4358684696439212|14.024|45.953
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|1|4|0.8622539522430497|0.48289338597343345|11.0|43.0
0|1|0|3|0.24292806246564247|4.2720194142048555|10.024|45.953
0|0|0|4|-1.1137535363248379|-6.564131530356079|9.024|35.953
0|0|0|4|4.886246463675162|23.43586846964392|15.024|65.953
0|0|1|4|2.8622539522430497|12.482893385973433|13.0|55.0
0|0|1|4|-1.1377460477569503|17.482893385973433|9.0|60.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-7.13774604775695|-2.5171066140265665|3.0|40.0
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|1|4|-1.1377460477569503|5.4828933859734335|9.0|48.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|5.86225395224305|2.4828933859734335|16.0|45.0
0|0|1|4|-0.13774604775695032|15.482893385973433|10.0|58.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-0.13774604775695032|7.4828933859734335|10.0|50.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-0.13774604775695032|-10.517106614026567|10.0|32.0
0|1|0|2|3.2429280624656425|4.2720194142048555|13.024|45.953
0|0|1|4|2.8622539522430497|27.482893385973433|13.0|70.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-0.13774604775695032|-22.517106614026567|10.0|20.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|1.8622539522430497|-2.5171066140265665|12.0|40.0
0|0|1|4|-4.13774604775695|-40.51710661402657|6.0|2.0
0|0|0|4|-3.113753536324838|-14.564131530356079|7.024|27.953
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|0|1|4|-1.1377460477569503|-12.517106614026567|9.0|30.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-1.1377460477569503|5.4828933859734335|9.0|48.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|0|4|-1.1137535363248379|-1.5641315303560788|9.024|40.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|3.8622539522430497|7.4828933859734335|14.0|50.0
0|0|1|4|-5.13774604775695|-2.5171066140265665|5.0|40.0
0|0|0|4|5.886246463675162|13.435868469643921|16.0|55.953
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|1|0|2|0.24292806246564247|-10.727980585795144|10.024|30.953
0|1|0|1|-0.7570719375343575|-0.7279805857951445|9.024|40.953
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-0.13774604775695032|7.4828933859734335|10.0|50.0
0|0|1|4|5.86225395224305|17.482893385973433|16.0|60.0
0|0|1|4|-0.13774604775695032|5.4828933859734335|10.0|48.0
0|0|0|4|1.8862464636751621|3.4358684696439212|12.024|45.953
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|2.8622539522430497|17.482893385973433|13.0|60.0
0|0|0|4|3.886246463675162|13.435868469643921|14.024|55.953
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|-4.113753536324838|-4.564131530356079|6.024|37.953
0|0|1|4|-3.1377460477569503|-2.5171066140265665|7.0|40.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|4.86225395224305|-2.5171066140265665|15.0|40.0
0|0|1|4|-1.1377460477569503|7.4828933859734335|9.0|50.0
0|0|0|4|-0.11375353632483787|-11.564131530356079|10.024|30.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-5.13774604775695|7.4828933859734335|5.0|50.0
0|0|1|4|-0.13774604775695032|7.4828933859734335|10.0|50.0
0|1|1|2|1.21893555103353|-1.6809556694656322|11.0|40.0
0|0|1|4|-0.13774604775695032|13.482893385973433|10.0|56.0
0|0|1|4|-1.1377460477569503|-1.5171066140265665|9.0|41.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|1|4|2.8622539522430497|17.482893385973433|13.0|60.0
0|1|1|2|3.21893555103353|-1.6809556694656322|13.0|40.0
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|1|1|2|0.21893555103353002|-6.680955669465632|10.0|35.0
0|0|0|4|2.886246463675162|3.4358684696439212|13.024|45.953
0|0|0|4|-0.11375353632483787|-8.564131530356079|10.024|33.953
0|0|1|4|1.8622539522430497|-2.5171066140265665|12.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|0|4|1.8862464636751621|23.43586846964392|12.024|65.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-1.1377460477569503|-7.5171066140265665|9.0|35.0
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|1|0|2|2.2429280624656425|0.27201941420485554|12.024|41.953
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|-1.1377460477569503|17.482893385973433|9.0|60.0
0|0|0|4|0.8862464636751621|-1.5641315303560788|11.024|40.953
0|0|1|4|-0.13774604775695032|-22.517106614026567|10.0|20.0
0|1|1|1|0.21893555103353002|-1.6809556694656322|10.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|1|4|-0.13774604775695032|-12.517106614026567|10.0|30.0
0|0|0|4|0.8862464636751621|3.4358684696439212|11.024|45.953
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|1|0|2|-0.7570719375343575|-5.7279805857951445|9.024|35.953
0|0|1|4|-0.13774604775695032|-18.517106614026567|10.0|24.0
0|0|0|4|-1.1137535363248379|-12.564131530356079|9.024|29.953
0|0|1|4|-3.1377460477569503|-2.5171066140265665|7.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-0.11375353632483787|1.4358684696439212|10.024|43.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|1|0|1|3.2429280624656425|4.2720194142048555|13.024|45.953
0|0|1|4|-1.1377460477569503|-7.5171066140265665|9.0|35.0
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|0|1|4|-1.1377460477569503|3.4828933859734335|9.0|46.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|1|1|2|0.21893555103353002|-39.68095566946563|10.0|2.0
0|0|1|4|-1.1377460477569503|17.482893385973433|9.0|60.0
0|1|1|2|3.21893555103353|8.319044330534368|13.0|50.0
0|0|0|4|-8.113753536324838|-16.56413153035608|2.024|25.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|1|0|1|4.2429280624656425|4.2720194142048555|14.024|45.953
0|1|0|1|-0.7570719375343575|4.2720194142048555|9.024|45.953
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|1|4|1.8622539522430497|-0.5171066140265665|12.0|42.0
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|-3.1377460477569503|-26.517106614026567|7.0|16.0
0|0|0|4|0.8862464636751621|-16.56413153035608|11.024|25.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|0|4|-1.1137535363248379|-11.564131530356079|9.024|30.953
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|-1.1377460477569503|-30.517106614026567|9.0|12.0
0|0|1|4|2.8622539522430497|22.482893385973433|13.0|65.0
0|1|1|2|0.21893555103353002|-3.6809556694656322|10.0|38.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|1|1|2|0.21893555103353002|3.3190443305343678|10.0|45.0
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|0|1|4|-0.13774604775695032|-0.5171066140265665|10.0|42.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|0|4|2.886246463675162|3.4358684696439212|13.024|45.953
0|0|0|4|2.886246463675162|13.435868469643921|13.024|55.953
0|0|0|4|3.886246463675162|13.435868469643921|14.024|55.953
0|0|1|4|5.86225395224305|-41.51710661402657|16.0|1.0
0|1|0|2|0.24292806246564247|-7.7279805857951445|10.024|33.953
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|1|1|2|3.21893555103353|-1.6809556694656322|13.0|40.0
0|0|1|4|-0.13774604775695032|2.4828933859734335|10.0|45.0
0|0|1|4|2.8622539522430497|-18.517106614026567|13.0|24.0
0|0|1|4|-7.13774604775695|-2.5171066140265665|3.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|0|4|3.886246463675162|18.43586846964392|14.024|60.953
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|3.886246463675162|3.4358684696439212|14.024|45.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-1.1137535363248379|-1.5641315303560788|9.024|40.953
0|0|0|4|-3.113753536324838|3.4358684696439212|7.024|45.953
0|1|1|2|3.21893555103353|-5.680955669465632|13.0|36.0
0|0|1|4|-1.1377460477569503|17.482893385973433|9.0|60.0
0|0|0|4|-1.1137535363248379|-1.5641315303560788|9.024|40.953
0|0|0|4|-3.113753536324838|-24.56413153035608|7.024|17.953
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|1|0|0|0.24292806246564247|4.2720194142048555|10.024|45.953
0|1|1|1|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|1|1|2|3.21893555103353|18.319044330534368|13.0|60.0
0|0|0|4|1.8862464636751621|3.4358684696439212|12.024|45.953
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|0|1|4|2.8622539522430497|12.482893385973433|13.0|55.0
0|0|1|4|-4.13774604775695|-2.5171066140265665|6.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-8.13774604775695|-2.5171066140265665|2.0|40.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|1|1|2|-0.78106444896647|-21.680955669465632|9.0|20.0
0|0|0|4|-9.113753536324838|-1.5641315303560788|1.024|40.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|1|0|0|-3.7570719375343575|-25.727980585795144|6.024|15.953
0|0|1|4|-1.1377460477569503|7.4828933859734335|9.0|50.0
0|0|0|4|0.8862464636751621|-16.56413153035608|11.024|25.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|1|1|2|-2.78106444896647|-1.6809556694656322|7.0|40.0
0|1|0|2|-0.7570719375343575|2.2720194142048555|9.024|43.953
0|0|1|4|-0.13774604775695032|-0.5171066140265665|10.0|42.0
0|1|0|3|0.24292806246564247|4.2720194142048555|10.024|45.953
0|0|1|4|4.86225395224305|12.482893385973433|15.0|55.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|-0.11375353632483787|1.4358684696439212|10.024|43.953
0|0|1|4|2.8622539522430497|7.4828933859734335|13.0|50.0
0|0|1|4|3.8622539522430497|27.482893385973433|14.0|70.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|0|4|-1.1137535363248379|-16.56413153035608|9.024|25.953
0|0|1|4|1.8622539522430497|7.4828933859734335|12.0|50.0
0|0|1|4|-0.13774604775695032|-22.517106614026567|10.0|20.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-1.1377460477569503|-7.5171066140265665|9.0|35.0
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|0|0|4|-1.1137535363248379|-2.5641315303560788|9.024|39.953
0|0|1|4|1.8622539522430497|17.482893385973433|12.0|60.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|4.886246463675162|3.4358684696439212|15.024|45.953
0|1|0|2|3.2429280624656425|4.2720194142048555|13.024|45.953
0|1|0|2|-3.7570719375343575|-5.7279805857951445|6.024|35.953
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-0.13774604775695032|-22.517106614026567|10.0|20.0
0|1|1|1|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|0|4|-1.1137535363248379|-6.564131530356079|9.024|35.953
0|0|0|4|0.8862464636751621|8.435868469643921|11.024|50.953
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|0|0|4|2.886246463675162|3.4358684696439212|13.024|45.953
0|0|1|4|-1.1377460477569503|17.482893385973433|9.0|60.0
0|0|1|4|-3.1377460477569503|-30.517106614026567|7.0|12.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-3.1377460477569503|-2.5171066140265665|7.0|40.0
0|1|1|1|0.21893555103353002|33.31904433053437|10.0|75.0
0|0|1|4|-0.13774604775695032|-18.517106614026567|10.0|24.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|0|4|2.886246463675162|8.435868469643921|13.024|50.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-5.13774604775695|-18.517106614026567|5.0|24.0
0|0|1|4|3.8622539522430497|55.48289338597343|14.0|98.0
0|0|1|4|3.8622539522430497|-7.5171066140265665|14.0|35.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-0.11375353632483787|11.435868469643921|10.024|53.953
0|0|0|4|2.886246463675162|-21.56413153035608|13.024|20.953
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|1|0|2|2.2429280624656425|9.272019414204856|12.024|50.953
0|0|0|4|2.886246463675162|5.435868469643921|13.024|47.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|4.86225395224305|17.482893385973433|15.0|60.0
0|0|1|4|-0.13774604775695032|2.4828933859734335|10.0|45.0
0|0|0|4|2.886246463675162|3.4358684696439212|13.024|45.953
0|0|1|4|-6.13774604775695|-2.5171066140265665|4.0|40.0
0|0|1|4|2.8622539522430497|2.4828933859734335|13.0|45.0
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|2.8622539522430497|13.482893385973433|13.0|56.0
0|0|1|4|-0.13774604775695032|2.4828933859734335|10.0|45.0
0|1|0|2|3.2429280624656425|4.2720194142048555|13.024|45.953
0|0|1|4|-1.1377460477569503|-26.517106614026567|9.0|16.0
0|0|0|4|2.886246463675162|23.43586846964392|13.024|65.953
0|1|0|1|4.2429280624656425|4.2720194142048555|14.024|45.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-1.1377460477569503|37.48289338597343|9.0|80.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|1|0|1|0.24292806246564247|-10.727980585795144|10.024|30.953
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|1|0|1|0.24292806246564247|4.2720194142048555|10.024|45.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|1.8622539522430497|2.4828933859734335|12.0|45.0
0|0|0|4|1.8862464636751621|-3.5641315303560788|12.024|38.953
0|0|1|4|1.8622539522430497|-2.5171066140265665|12.0|40.0
0|0|1|4|-0.13774604775695032|11.482893385973433|10.0|54.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|1|1|1|4.21893555103353|-6.680955669465632|14.0|35.0
0|1|0|2|0.24292806246564247|-10.727980585795144|10.024|30.953
0|1|0|2|3.2429280624656425|4.2720194142048555|13.024|45.953
0|0|1|4|-0.13774604775695032|-27.517106614026567|10.0|15.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|0|4|-7.113753536324838|3.4358684696439212|3.024|45.953
0|0|0|4|-0.11375353632483787|3.4358684696439212|10.024|45.953
0|0|0|4|-1.1137535363248379|-12.564131530356079|9.024|29.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-0.13774604775695032|7.4828933859734335|10.0|50.0
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|0|0|4|-3.113753536324838|3.4358684696439212|7.024|45.953
0|0|1|4|3.8622539522430497|-32.51710661402657|14.0|10.0
0|0|1|4|-1.1377460477569503|2.4828933859734335|9.0|45.0
0|1|0|2|1.2429280624656425|-20.727980585795144|11.024|20.953
0|0|0|4|-0.11375353632483787|13.435868469643921|10.024|55.953
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-1.1377460477569503|12.482893385973433|9.0|55.0
0|1|1|2|0.21893555103353002|3.3190443305343678|10.0|45.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|1|4|-4.13774604775695|-2.5171066140265665|6.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-7.13774604775695|5.4828933859734335|3.0|48.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|3.8622539522430497|17.482893385973433|14.0|60.0
0|1|1|2|-0.78106444896647|-11.680955669465632|9.0|30.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|1|4|1.8622539522430497|-2.5171066140265665|12.0|40.0
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-1.1377460477569503|-22.517106614026567|9.0|20.0
0|1|0|2|0.24292806246564247|4.2720194142048555|10.024|45.953
0|0|1|4|2.8622539522430497|-0.5171066140265665|13.0|42.0
0|0|1|4|-3.1377460477569503|-34.51710661402657|7.0|8.0
0|0|0|4|0.8862464636751621|3.4358684696439212|11.024|45.953
0|0|1|4|1.8622539522430497|-17.517106614026567|12.0|25.0
0|0|1|4|2.8622539522430497|-17.517106614026567|13.0|25.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-3.1377460477569503|-12.517106614026567|7.0|30.0
0|0|1|4|2.8622539522430497|-2.5171066140265665|13.0|40.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|1|1|3|-2.78106444896647|-1.6809556694656322|7.0|40.0
0|0|1|4|0.8622539522430497|-2.5171066140265665|11.0|40.0
0|0|0|4|-1.1137535363248379|-1.5641315303560788|9.024|40.953
0|0|1|4|-5.13774604775695|-2.5171066140265665|5.0|40.0
0|0|0|4|-4.113753536324838|-12.564131530356079|6.024|29.953
0|0|1|4|3.8622539522430497|-2.5171066140265665|14.0|40.0
0|0|1|4|2.8622539522430497|2.4828933859734335|13.0|45.0
0|0|1|4|2.8622539522430497|2.4828933859734335|13.0|45.0
0|0|1|4|-1.1377460477569503|12.482893385973433|9.0|55.0
0|0|1|4|-1.1377460477569503|-2.5171066140265665|9.0|40.0
0|0|1|4|-0.13774604775695032|2.4828933859734335|10.0|45.0
0|0|0|4|1.8862464636751621|-21.56413153035608|12.024|20.953
0|0|0|4|2.886246463675162|8.435868469643921|13.024|50.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|0|4|-0.11375353632483787|-21.56413153035608|10.024|20.953
0|0|1|4|-3.1377460477569503|-32.51710661402657|7.0|10.0
0|0|1|4|0.8622539522430497|-4.5171066140265665|11.0|38.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|1|1|2|-0.78106444896647|-1.6809556694656322|9.0|40.0
0|0|0|4|-0.11375353632483787|-26.56413153035608|10.024|15.953
0|0|0|4|-1.1137535363248379|3.4358684696439212|9.024|45.953
0|0|1|4|-0.13774604775695032|-2.5171066140265665|10.0|40.0
0|0|1|4|3.8622539522430497|-12.517106614026567|14.0|30.0
