sex_enc,race_enc,age,priors_count,id,female,male,nonwhite,resid_priors_count,scf_priors_count
0.0,1.0,20.0,0.0,1,0,0,0,-3.5425564892634878,-1
0.0,1.0,56.0,4.0,2,0,0,0,-2.2609464655018527,3
0.0,1.0,33.0,0.0,3,0,0,0,-4.524197314016231,-1
0.0,1.0,27.0,8.0,4,0,0,0,3.9288676820234967,7
1.0,1.0,56.0,1.0,5,0,1,0,-3.935846230925355,1
1.0,0.0,55.0,0.0,6,0,1,1,-2.650133041465679,0
0.0,0.0,31.0,5.0,7,0,0,1,2.837026708116734,4
0.0,1.0,43.0,0.0,8,0,0,0,-5.27930564074911,-1
1.0,0.0,25.0,2.0,9,0,1,1,1.6151919387329587,2
0.0,0.0,23.0,2.0,10,0,0,1,0.44111336950303737,1
0.0,0.0,29.0,0.0,11,0,0,1,-2.01195162653669,-1
0.0,1.0,25.0,0.0,12,0,0,0,-3.920110652629927,-1
0.0,0.0,27.0,1.0,13,0,0,1,-0.8609299611901144,0
0.0,1.0,27.0,1.0,14,0,0,0,-3.0711323179765033,0
0.0,0.0,37.0,1.0,15,0,0,1,-1.6160382879229935,0
0.0,0.0,21.0,4.0,16,0,0,1,2.592135034849613,3
0.0,0.0,23.0,2.0,17,0,0,1,0.44111336950303737,1
0.0,1.0,19.0,2.0,18,0,0,0,-1.4670456565901997,1
1.0,1.0,48.0,0.0,19,0,1,0,-4.331759569539052,0
0.0,1.0,26.0,8.0,20,0,0,0,4.004378514696785,7
0.0,1.0,50.0,4.0,21,0,0,0,-1.8078814694621252,3
1.0,1.0,42.0,17.0,22,0,1,0,13.121305426500676,17
0.0,1.0,30.0,14.0,23,0,0,0,9.702335184003633,13
0.0,1.0,41.0,5.0,24,0,0,0,-0.12828397540253356,4
0.0,1.0,30.0,2.0,25,0,0,0,-2.2976648159963666,1
1.0,1.0,32.0,3.0,26,0,1,0,-0.12358624676644503,3
1.0,1.0,27.0,1.0,27,0,1,0,-1.7460320834000056,1
0.0,1.0,29.0,0.0,28,0,0,0,-4.222153983323079,-1
0.0,1.0,21.0,0.0,29,0,0,0,-3.618067321936776,-1
0.0,1.0,43.0,2.0,30,0,0,0,-3.2793056407491097,1
0.0,1.0,30.0,5.0,31,0,0,0,0.7023351840036334,4
1.0,1.0,26.0,1.0,32,0,1,0,-1.6705212507267175,1
0.0,1.0,26.0,8.0,33,0,0,0,4.004378514696785,7
0.0,0.0,49.0,0.0,34,0,0,1,-3.5221682800024485,-1
0.0,1.0,35.0,9.0,35,0,0,0,4.324781020637194,8
1.0,0.0,21.0,0.0,36,0,1,1,-0.08276473057388967,0
0.0,1.0,29.0,7.0,37,0,0,0,2.7778460166769214,6
0.0,1.0,28.0,1.0,38,0,0,0,-3.1466431506497905,0
0.0,1.0,29.0,8.0,39,0,0,0,3.7778460166769214,7
0.0,1.0,37.0,8.0,40,0,0,0,3.173759355290618,7
0.0,1.0,21.0,0.0,41,0,0,0,-3.618067321936776,-1
0.0,1.0,23.0,0.0,42,0,0,0,-3.769088987283351,-1
0.0,1.0,26.0,0.0,43,0,0,0,-3.9956214853032153,-1
0.0,1.0,47.0,7.0,44,0,0,0,1.418651028557739,6
0.0,0.0,24.0,2.0,45,0,0,1,0.3656025368297493,1
1.0,1.0,19.0,1.0,46,0,1,0,-1.1419454220137024,1
0.0,1.0,39.0,1.0,47,0,0,0,-3.9772623100559583,0
0.0,1.0,24.0,0.0,48,0,0,0,-3.844599819956639,-1
0.0,0.0,58.0,0.0,49,0,0,1,-4.20176577406204,-1
1.0,0.0,33.0,1.0,50,0,1,1,0.01110527734665534,1
0.0,1.0,51.0,4.0,51,0,0,0,-1.8833923021354133,3
0.0,1.0,31.0,9.0,52,0,0,0,4.626824351330345,8
0.0,1.0,26.0,5.0,53,0,0,0,1.0043785146967847,4
0.0,1.0,42.0,1.0,54,0,0,0,-4.203794808075822,0
0.0,1.0,46.0,5.0,55,0,0,0,-0.5058381387689739,4
0.0,1.0,21.0,2.0,56,0,0,0,-1.6180673219367758,1
1.0,1.0,48.0,1.0,57,0,1,0,-3.3317595695390523,1
0.0,1.0,30.0,6.0,58,0,0,0,1.7023351840036334,5
1.0,1.0,33.0,1.0,59,0,1,0,-2.199097079439733,1
1.0,0.0,35.0,4.0,60,0,1,1,2.8600836120000794,4
0.0,0.0,55.0,2.0,61,0,0,1,-1.975233276042176,1
0.0,1.0,36.0,7.0,62,0,0,0,2.249270187963906,6
1.0,0.0,24.0,0.0,63,0,1,1,-0.3092972285937534,0
0.0,1.0,22.0,0.0,64,0,0,0,-3.693578154610063,-1
0.0,1.0,26.0,0.0,65,0,0,0,-3.9956214853032153,-1
0.0,1.0,45.0,0.0,66,0,0,0,-5.430327306095686,-1
1.0,0.0,31.0,2.0,67,0,1,1,1.1621269426932315,2
0.0,1.0,24.0,0.0,68,0,0,0,-3.844599819956639,-1
0.0,0.0,31.0,3.0,69,0,0,1,0.837026708116734,2
1.0,0.0,34.0,0.0,70,0,1,1,-1.0644055553266323,0
0.0,1.0,37.0,12.0,71,0,0,0,7.173759355290618,11
0.0,0.0,55.0,0.0,72,0,0,1,-3.975233276042176,-1
1.0,1.0,55.0,2.0,73,0,1,0,-2.860335398252068,2
0.0,1.0,36.0,16.0,74,0,0,0,11.249270187963905,15
1.0,0.0,51.0,0.0,75,0,1,1,-2.348089710772527,0
0.0,0.0,24.0,8.0,76,0,0,1,6.3656025368297495,7
0.0,0.0,36.0,1.0,77,0,0,1,-1.5405274552497055,0
0.0,0.0,29.0,1.0,78,0,0,1,-1.01195162653669,0
0.0,0.0,43.0,0.0,79,0,0,1,-3.069103283962721,-1
0.0,1.0,70.0,0.0,80,0,0,0,-7.318098122927883,-1
0.0,1.0,25.0,0.0,81,0,0,0,-3.920110652629927,-1
0.0,0.0,35.0,2.0,82,0,0,1,-0.4650166225764174,1
0.0,0.0,62.0,0.0,83,0,0,1,-4.503809104755192,-1
0.0,0.0,20.0,0.0,84,0,0,1,-1.3323541324770989,-1
0.0,1.0,32.0,4.0,85,0,0,0,-0.44868648134294276,3
0.0,1.0,57.0,19.0,86,0,0,0,12.66354270182486,18
0.0,1.0,28.0,18.0,87,0,0,0,13.85335684935021,17
0.0,0.0,45.0,2.0,88,0,0,1,-1.2201249493092972,1
0.0,0.0,47.0,2.0,89,0,0,1,-1.3711466146558724,1
1.0,0.0,24.0,0.0,90,0,1,1,-0.3092972285937534,0
0.0,1.0,42.0,8.0,91,0,0,0,2.7962051919241784,7
0.0,1.0,35.0,1.0,92,0,0,0,-3.675218979362806,0
0.0,1.0,22.0,1.0,93,0,0,0,-2.693578154610063,0
0.0,0.0,30.0,2.0,94,0,0,1,-0.08746245920997797,1
0.0,0.0,37.0,0.0,95,0,0,1,-2.6160382879229935,-1
0.0,1.0,25.0,2.0,96,0,0,0,-1.9201106526299272,1
0.0,1.0,28.0,5.0,97,0,0,0,0.8533568493502095,4
0.0,1.0,35.0,1.0,98,0,0,0,-3.675218979362806,0
0.0,1.0,27.0,11.0,99,0,0,0,6.928867682023497,10
0.0,1.0,28.0,25.0,100,0,0,0,20.85335684935021,24
0.0,0.0,45.0,2.0,101,0,0,1,-1.2201249493092972,1
1.0,1.0,39.0,0.0,102,0,1,0,-3.6521620754794606,0
